1.0 , 0,0,0,0,0,0,0,0,0,
2.0 , 0,0,0,0,0,0,0,0,0,
3.0 , 0,0,0,0,0,0,0,0,0,
4.0 , 0,0,0,0,0,0,0,0,0,
5.0 , 0,0,0,0,0,0,0,0,0,
6.0 , 0,0,0,0,0,0,0,0,0,
7.0 , 0,0,0,0,0,0,0,0,0,
8.0 , 0,0,0,0,0,0,0,0,0,
9.0 , 0,0,0,0,0,0,0,0,0,
10.0 , 0,0,0,0,0,0,0,0,0,
11.0 , 0,0,0,0,0,0,0,0,0,
12.0 , 0,0,0,0,0,0,0,0,0,
13.0 , 0,0,0,0,0,0,0,0,0,
14.0 , 0,0,0,0,0,0,0,0,0,
15.0 , 0,0.4,1.6,0,0.0,0,0.4,0,0,
16.0 , 0,0.4,1.6,0,0.0,0,0.4,0,0,
17.0 , 0,0.4,1.6,0,0.0,0,0.4,0,0,
18.0 , 0,0.4,1.6,0,0.0,0,0.4,0,0,
19.0 , 0,0.4,1.6,0,0.0,0,0.4,0,0,
20.0 , 0,0.0,1.6,0,0.0,0,0.4,0,0,
21.0 , 0,0.0,1.6,0,0.0,0,0.4,0,0,
22.0 , 0,0.0,1.6,0,0.0,0,0.4,0,0,
23.0 , 0,0.0,1.6,0,0.0,0,0.4,0,0,
24.0 , 0,0.0,1.6,0,0.0,0,0.4,0,0,
25.0 , 0,0.0,1.6,0,0.0,0,0.4,0,0,
26.0 , 0,0.0,1.6,0,0.0,0,0.4,0,0,
27.0 , 0,0.0,1.6,0,0.0,0,0.4,0,0,
28.0 , 0,0.0,1.6,0,0.0,0,0.4,0,0,
29.0 , 0.6,0.0,1.6,0.4,0.0,0.0,0.4,0,0,
30.0 , 0.6,0.0,1.6,0.4,0.0,0.0,0.4,2.6,1.4,
31.0 , 0.6,0.0,1.6,0.4,0.0,0.0,0.4,2.6,1.4,
32.0 , 0.6,0.0,1.6,0.4,0.0,0.0,0.4,2.6,1.4,
33.0 , 0.6,0.0,1.6,0.4,0.0,0.0,0.4,2.6,1.4,
34.0 , 0.2,0.0,2.5,1.0,0.0,0.0,0.6,2.6,1.4,
35.0 , 0.2,0.0,2.5,1.0,0.0,0.0,0.6,2.2,2.4,
36.0 , 0.2,0.0,2.5,1.0,0.0,0.0,0.6,2.2,2.4,
37.0 , 0.2,0.0,2.5,1.0,0.0,0.0,0.6,2.2,2.4,
38.0 , 0.2,0.0,2.5,1.0,0.0,0.0,0.6,2.2,2.4,
39.0 , 0.2,0.0,3.2,1.4,0.0,0.0,0.4,2.2,2.4,
40.0 , 0.2,0.0,3.2,1.4,0.0,0.0,0.4,2.2,2.8,
41.0 , 0.2,0.0,3.2,1.4,0.0,0.0,0.4,2.2,2.8,
42.0 , 0.2,0.0,3.2,1.4,0.0,0.0,0.4,2.2,2.8,
43.0 , 0.2,0.0,3.2,1.4,0.0,0.0,0.4,2.2,2.8,
44.0 , 1.2,0.4,4.8,1.4,0.0,0.0,0.4,2.2,2.8,
45.0 , 1.2,0.4,4.8,1.4,0.0,0.0,0.4,2.2,2.8,
46.0 , 1.2,0.4,4.8,1.4,0.0,0.0,0.4,2.2,2.8,
47.0 , 1.2,0.4,4.8,1.4,0.0,0.0,0.4,2.2,2.8,
